numidx,peaks_0,peaks_1,peaks_2,peaks_3,peaks_4,tapes_0,tapes_1,tapes_2,tapes_3,tapes_4,coef0_0,coef0_1,coef0_2,coef0_3,coef0_4,coef1_0,coef1_1,coef1_2,coef1_3,coef1_4
735,590,1301,2064,2916,3763,889,977,978,1183,1372,227.207,196.912,189.801,185.966,185.058,-0.0143186,-0.000925798,0.00166672,0.0141725,0.0100885
736,592,1299,2068,2916,3771,888,975,976,1169,1373,225.072,200.916,186.012,186.37,180.822,-0.0156686,-0.00352618,0.00271109,0.0147689,0.00811418
737,597,1297,2067,2925,3761,889,974,977,1169,1373,220.408,195.953,187.209,180.023,187.664,-0.0163159,0.00248587,0.000641599,0.0113556,0.0114701
738,596,1299,2069,2921,3755,889,975,977,1169,1373,223.22,200.895,186.648,181.475,189.388,-0.0157576,-0.00269754,-0.000203654,0.014721,0.0137433
739,596,1300,2067,2917,3759,889,976,975,1170,1373,221.813,200.084,187.339,185.556,188.972,-0.0165476,-0.00381043,0.000414722,0.014399,0.0120067
740,583,1295,2065,2917,3763,887,974,976,1178,1372,227.068,200.538,187.922,186.37,188.331,-0.0154967,-0.0034878,-9.64518e-06,0.0146081,0.0122291
741,594,1297,2065,2926,3771,889,974,975,1169,1373,219.472,200.525,187.652,180.168,182.248,-0.0167173,-0.0041612,0.000819944,0.0111085,0.00862875
742,589,1299,2065,2926,3755,888,975,976,1169,1373,226.563,200.614,188.34,180.04,191.034,-0.0154666,-0.00369035,0.00135826,0.0107146,0.0135429
743,587,1299,2066,2926,3755,889,978,976,1170,1375,227.93,200.312,187.971,177.977,190.677,-0.0146693,-0.00360482,0.000708384,0.0129995,0.0140209
744,596,1296,2067,2917,3760,889,975,978,1190,1373,220.65,208.063,186.908,185.861,188.571,-0.0163045,-0.00901787,0.000620732,0.0140728,0.0115827
745,587,1305,2067,2917,3761,889,977,977,1172,1373,227.967,197.708,187.472,186.224,188.067,-0.0143538,-0.00629894,0.000637165,0.0142108,0.0117164
746,590,1299,2068,2917,3769,888,975,976,1170,1373,226.039,199.711,186.691,185.87,182.053,-0.0154755,-0.00276893,-4.43731e-05,0.0146359,0.00933644
747,591,1300,2073,2915,3761,889,976,976,1217,1373,227.011,189.569,183.633,187.626,187.189,-0.0150181,0.00766726,-0.000733137,0.014147,0.0113529
748,590,1298,2065,2922,3764,888,975,977,1168,1372,224.91,200.015,188.224,182.381,186.594,-0.0156639,-0.00309399,0.000884157,0.0128067,0.0103829
749,588,1296,2070,2917,3770,889,975,978,1171,1372,226.678,179.432,185.141,185.836,181.835,-0.0147827,0.0197425,-0.000624069,0.0143933,0.00804356
750,587,1298,2066,2915,3763,889,975,977,1181,1373,227.495,199.54,187.829,187.369,186.143,-0.0145291,-0.00185869,0.000398562,0.0144112,0.0108109
751,588,1298,2067,2925,3757,888,976,977,1170,1373,226.863,200.269,187.088,179.944,190.177,-0.0147704,-0.00246813,0.000687611,0.0111347,0.0125002
752,591,1297,2070,2918,3761,889,974,977,1170,1372,226.522,203.755,185.392,184.582,187.036,-0.0149037,-0.00347199,0.000424464,0.0138146,0.0103071
753,590,1298,2066,2915,3762,888,977,976,1170,1373,225.697,194.305,188.048,187.155,186.771,-0.0155983,0.00356157,0.000384432,0.0148065,0.0111149
754,600,1301,2068,2922,3758,889,976,975,1170,1373,219.41,200.03,187.03,182.156,188.182,-0.0164188,-0.00405079,0.000371607,0.012169,0.0124238
755,587,1297,2065,2918,3763,888,974,977,1171,1373,227.722,201.691,189.28,184.906,186.209,-0.0142996,-0.00307915,0.000197275,0.0140905,0.0108034
756,587,1298,2069,2920,3763,888,974,976,1169,1372,227.805,199.834,186.212,183.059,186.349,-0.0143264,-0.00221016,-0.000539344,0.0138299,0.0105259
757,587,1300,2068,2921,3759,888,975,976,1171,1373,227.936,200.384,186.88,182.634,189.506,-0.0145391,-0.0045169,-0.00033269,0.0129194,0.0116434
758,601,1298,2068,2915,3769,890,976,977,1182,1373,216.952,192.506,186.859,187.237,181.817,-0.0174941,0.00506582,-4.21973e-05,0.0146024,0.00905997
759,587,1294,2072,2917,3771,887,974,975,1170,1372,225.495,202.218,182.945,185.807,182.336,-0.0157698,-0.00272046,-0.00127126,0.0146596,0.00823279
760,600,1298,2065,2918,3753,888,976,976,1169,1373,217.908,202.129,188.645,184.991,191.416,-0.0175633,-0.00441377,0.000774425,0.0140557,0.0141537
761,599,1300,2066,2915,3769,890,975,977,1209,1373,218.471,199.514,188.07,187.548,182.354,-0.0167519,-0.00328055,0.000960431,0.0146381,0.00859674
762,587,1299,2073,2916,3760,887,976,976,1171,1373,227.892,199.646,182.804,186.357,188.251,-0.0145322,-0.00267797,0.000173839,0.0146189,0.0118912
763,595,1298,2073,2923,3759,888,978,977,1170,1373,223.712,197.035,183.996,181.484,188.407,-0.0154256,0.00216933,-0.000935594,0.0120642,0.0113017
764,601,1297,2069,2915,3758,890,972,977,1213,1373,218.617,198.772,186.445,186.924,188.744,-0.0161302,0.00158875,1.01956e-05,0.0145554,0.0119079
765,588,1300,2067,2915,3762,888,976,976,1172,1373,227.602,197.378,187.422,187.006,186.004,-0.0149336,-0.00100352,0.00033852,0.0148683,0.0122191
766,599,1298,2070,2915,3760,889,976,976,1176,1372,220.555,202.36,185.512,188.059,187.763,-0.0163127,-0.00286099,-0.00016173,0.01216,0.0103805
767,597,1293,2067,2924,3762,889,976,977,1170,1373,220.447,200.177,187.196,181.391,186.798,-0.0165276,0.00227286,0.000680657,0.0103814,0.0112784
768,590,1291,2065,2915,3758,888,974,978,1180,1374,225.492,195.215,188.782,187.349,188.984,-0.0151252,0.00913436,0.000842775,0.0139837,0.0131011
769,596,1299,2066,2923,3761,889,976,976,1171,1372,221.111,200.772,188.094,179.973,187.851,-0.016182,-0.00425687,0.000490555,0.0164136,0.0114377
770,587,1297,2065,2921,3763,889,976,977,1172,1374,227.919,185.157,188.906,182.537,186.469,-0.0143906,0.0126057,0.000710053,0.0140952,0.0104729
771,584,1283,2067,2928,3763,887,976,975,1170,1372,227.478,207.26,186.671,178.069,187.746,-0.0150001,0.00310164,0.000186747,0.0110364,0.0105822
772,599,1298,2067,2925,3755,889,976,977,1170,1374,217.365,199.215,187.283,180.638,191.141,-0.0177849,-0.00235503,-0.000348385,0.0115169,0.0140336
773,589,1292,2067,2925,3760,888,974,977,1170,1373,226.338,196.769,187.573,179.954,187.646,-0.0152455,0.00657161,0.000165736,0.0113594,0.0122641
774,590,1305,2066,2915,3771,889,977,977,1193,1373,226.034,197.022,187.904,188.044,181.246,-0.0154662,-0.00533816,0.00128456,0.0134386,0.00808767
775,590,1299,2066,2916,3755,889,976,977,1181,1374,227.351,199.39,188.676,186.448,189.208,-0.0141008,-0.00123536,0.000848376,0.0140307,0.0140214
776,588,1305,2068,2927,3762,888,977,976,1170,1373,227.643,196.996,186.417,178.777,187.236,-0.0146956,-0.0054331,0.000974347,0.0102379,0.0107419
777,593,1299,2065,2925,3763,888,974,975,1169,1373,223.654,200.419,188.67,180.408,186.381,-0.0157645,-0.0033861,0.000670979,0.010876,0.0100858
778,585,1299,2065,2924,3761,888,975,977,1171,1373,229.093,201.76,189.036,180.422,188.207,-0.0129906,-0.00410733,0.000554811,0.0126011,0.0111156
779,602,1299,2064,2926,3763,889,975,977,1171,1373,216.513,201.057,189.326,178.418,186.376,-0.0178481,-0.00403827,0.000970317,0.0117579,0.0106047
780,599,1294,2066,2922,3762,889,974,978,1170,1374,220.829,183.586,188.777,181.443,186.348,-0.016246,0.0194016,0.00053954,0.0130826,0.0104399
781,596,1300,2072,2925,3759,888,975,976,1169,1372,223.047,202.139,184.279,179.039,187.86,-0.0155452,-0.00437509,-0.000577363,0.011738,0.0117782
