numidx,peaks_0,peaks_1,peaks_2,peaks_3,peaks_4,tapes_0,tapes_1,tapes_2,tapes_3,tapes_4,coef0_0,coef0_1,coef0_2,coef0_3,coef0_4,coef1_0,coef1_1,coef1_2,coef1_3,coef1_4
214,595,1296,2066,2925,3766,888,975,976,1170,1371,218.257,196.283,186.95,179.672,186.279,-0.0173363,0.000336916,0.00114561,0.0134405,0.0118269
215,593,1296,2065,2913,3761,888,975,976,1181,1372,218.886,197.669,187.5,188.596,189.278,-0.016218,-0.00120147,0.00169056,0.0150587,0.0127806
216,599,1297,2064,2923,3764,889,975,976,1170,1371,216.651,197.026,188.306,180.939,186.951,-0.017787,-0.000209449,0.00237533,0.0134497,0.0119904
217,596,1293,2067,2918,3762,889,974,976,1180,1372,218.688,195.509,186.312,185.004,188.064,-0.016829,0.00509611,0.00145641,0.0141046,0.0123493
218,598,1283,2065,2926,3763,890,977,976,1171,1372,217.362,202.727,188.236,179.636,187.681,-0.017445,0.00771107,0.00172275,0.0120558,0.011888
219,600,1302,2065,2917,3762,889,978,976,1189,1373,214.999,196.576,187.739,185.84,188.362,-0.0187972,-0.00544524,0.00109695,0.014706,0.0129145
220,567,1295,2064,2918,3760,888,975,975,1172,1372,235.922,199.655,187.734,184.365,189.353,-0.00733714,-0.00260525,0.00226717,0.0152434,0.013366
221,594,1282,2064,2916,3764,888,974,976,1221,1370,220.37,211.139,188.698,186.305,186.666,-0.0164387,0.000355276,0.00200827,0.0149622,0.0122441
222,593,1298,2066,2924,3764,889,976,978,1171,1371,221.122,197.052,187.139,180.864,186.944,-0.015992,-0.00119768,0.00161837,0.0123967,0.0114354
223,594,1295,2065,2926,3755,888,974,975,1170,1374,219.382,200.362,187.685,179.058,193.304,-0.0171994,-0.00289415,0.00181384,0.0126391,0.0132294
224,596,1293,2064,2925,3763,888,975,975,1170,1371,217.075,201.261,188.215,180.271,187.524,-0.0170411,-0.00152279,0.00166987,0.0126298,0.0131338
225,593,1295,2064,2915,3761,888,975,975,1236,1371,219.61,197.456,188.588,187.631,189.028,-0.0164627,0.000453393,0.00144847,0.0147202,0.0135588
226,595,1294,2065,2926,3762,889,976,976,1170,1372,218.932,202.364,188.034,179.645,188.123,-0.0160065,-0.00312125,0.00137495,0.0122896,0.0124461
227,596,1297,2065,2925,3763,888,975,976,1170,1371,218.033,199.406,187.641,180.127,187.84,-0.0175438,-0.00292675,0.00150793,0.01302,0.0129053
228,600,1291,2065,2926,3763,889,975,976,1170,1372,215.28,193.692,187.772,180.698,187.846,-0.0184862,0.00802816,0.00185788,0.0109748,0.0129674
229,594,1296,2063,2926,3766,888,976,977,1169,1371,219.188,198.073,189.053,180.051,186.12,-0.0166747,-0.00148747,0.00228026,0.0109978,0.0117455
230,596,1281,2064,2923,3765,888,974,977,1170,1371,217.989,208.897,188.403,182.162,186.929,-0.0170145,0.00332971,0.00202444,0.0127082,0.012304
231,596,1297,2065,2926,3764,887,975,975,1170,1370,217.572,198.835,187.788,179.276,187.191,-0.0174181,-0.00335706,0.000977923,0.0127007,0.0123751
232,593,1302,2064,2923,3761,888,977,975,1170,1372,220.187,196.057,188.578,182.036,188.671,-0.0167027,-0.00461493,0.00145469,0.0127265,0.0139457
233,601,1297,2065,2919,3763,888,976,977,1172,1371,215.615,200.978,188.172,184.368,187.202,-0.0184458,-0.00380882,0.00141389,0.0145122,0.0123057
234,596,1297,2063,2927,3758,889,975,977,1169,1373,218.946,191.712,189.459,178.121,189.82,-0.0167695,0.00451295,0.00203915,0.0123437,0.0139645
235,595,1295,2065,2915,3763,888,976,976,1181,1372,218.169,200.343,187.603,187.327,188.242,-0.0170132,-0.00287468,0.00141763,0.0148412,0.0125418
236,595,1294,2063,2924,3771,889,976,976,1169,1370,217.841,201.985,188.726,180.412,182.627,-0.0171289,-0.0034592,0.00185765,0.0137502,0.0101622
237,596,1295,2064,2920,3771,888,975,976,1170,1370,217.61,201.371,188.376,183.568,182.402,-0.0178469,-0.00367876,0.00153061,0.0142894,0.0102882
238,598,1295,2063,2917,3763,888,976,976,1172,1371,216.844,194.614,189.273,186.033,187.828,-0.0187547,0.00333746,0.00181854,0.0151548,0.0125808
239,599,1296,2059,2925,3766,888,976,976,1170,1371,216.129,198.663,191.656,180.23,185.957,-0.0190932,-0.00219623,0.00273597,0.0118419,0.0117266
240,600,1289,2063,2925,3764,888,975,976,1170,1371,214.659,198.541,188.626,179.974,186.869,-0.018641,0.00478199,0.00177414,0.0126196,0.0125667
241,593,1289,2064,2913,3761,888,975,974,1233,1372,219.7,205.445,188.461,189.356,188.948,-0.0164174,-0.00210184,0.00158941,0.0147334,0.0133415
242,596,1302,2063,2925,3766,888,977,975,1170,1370,217.909,196.967,189.178,180.427,186.466,-0.0175376,-0.00535147,0.00185245,0.0125638,0.0114294
243,598,1296,2064,2926,3766,889,974,976,1170,1371,217.139,201.909,188.803,180.067,185.518,-0.0168901,-0.00364014,0.00224522,0.0124428,0.0117576
244,600,1297,2063,2923,3762,888,974,977,1169,1371,216.23,200.049,189.318,181.469,187.685,-0.0180106,-0.00295115,0.00202963,0.0129288,0.0126957
245,593,1297,2062,2927,3762,888,975,976,1169,1371,220.473,200.526,189.863,178.964,188.261,-0.0168256,-0.00398759,0.00192331,0.0116106,0.0132245
246,602,1283,2063,2918,3760,889,974,975,1171,1371,215.432,202.687,189.488,185.638,188.409,-0.0190476,0.00877254,0.0020744,0.0143238,0.0138614
247,593,1289,2063,2922,3762,888,976,976,1171,1372,220.442,204.793,189.518,182.52,188.18,-0.0165945,-0.000724268,0.00166097,0.0139111,0.013093
248,601,1290,2062,2919,3759,889,974,977,1171,1372,215.515,201.317,190.364,185.364,189.654,-0.017978,0.00284064,0.00200368,0.0130706,0.013335
249,595,1297,2063,2919,3757,888,976,977,1169,1372,218.65,200.994,189.206,184.851,190.983,-0.016925,-0.00435304,0.00174154,0.0144802,0.0141871
250,596,1291,2065,2915,3763,888,975,977,1171,1371,219.123,194.09,188.142,187.869,186.917,-0.0168108,0.00920422,0.00130851,0.0149059,0.0123109
251,594,1296,2061,2921,3766,887,976,977,1170,1371,219.0,196.652,190.605,183.487,186.159,-0.0162839,0.00036199,0.00219361,0.0134024,0.0114205
252,593,1297,2062,2924,3763,888,977,977,1170,1371,219.733,199.899,189.756,180.138,187.854,-0.0166171,-0.00419313,0.00191801,0.0138644,0.0127472
253,593,1289,2062,2923,3758,888,974,976,1170,1372,219.733,194.805,189.804,182.079,190.138,-0.0164987,0.00825948,0.00188245,0.0130484,0.0144923
254,600,1289,2062,2926,3759,888,977,979,1170,1372,215.563,198.107,189.712,179.556,190.321,-0.0185967,0.00601168,0.00206359,0.0129499,0.0132748
255,599,1281,2061,2918,3763,888,975,976,1170,1372,215.894,199.437,190.419,185.66,188.366,-0.0183364,0.0128527,0.0024299,0.0145091,0.0119929
256,595,1294,2060,2923,3761,888,972,977,1169,1372,218.969,203.063,191.273,181.788,188.837,-0.0172977,-0.00398845,0.00290635,0.0135554,0.0132081
257,594,1297,2062,2919,3762,889,976,977,1171,1372,219.398,200.01,189.849,184.731,187.928,-0.016605,-0.0037633,0.00211379,0.0150283,0.0135088
258,596,1297,2061,2927,3761,889,977,977,1170,1371,218.921,200.203,191.454,178.591,188.67,-0.0164711,-0.00313641,0.00213786,0.0120671,0.0125281
259,595,1295,2061,2917,3761,888,975,976,1172,1372,218.331,196.027,190.684,186.235,189.093,-0.0167874,0.0018801,0.00219666,0.0150573,0.0128929
260,595,1296,2061,2927,3763,888,975,976,1170,1372,218.462,201.557,190.588,178.613,187.818,-0.016667,-0.00400826,0.00254619,0.0124258,0.0123648
261,598,1297,2062,2917,3763,888,976,977,1172,1372,216.756,199.299,190.21,186.487,187.318,-0.0180524,-0.00292307,0.00166084,0.0145659,0.0127517
262,600,1299,2062,2927,3762,889,975,976,1170,1371,217.164,198.102,190.541,179.415,188.227,-0.017877,-0.00241447,0.00231565,0.0117192,0.012203
263,597,1291,2060,2926,3761,889,976,979,1170,1373,217.176,200.036,191.702,179.99,188.98,-0.0172131,0.00213233,0.00225587,0.0128475,0.0126237
264,596,1289,2061,2915,3762,888,975,978,1186,1372,218.008,199.548,190.674,188.476,188.269,-0.0172857,0.00416469,0.00221804,0.0138963,0.0127758
265,597,1297,2060,2923,3767,888,975,977,1170,1372,217.215,199.736,190.971,181.475,185.406,-0.0175847,-0.00335672,0.00246861,0.0132976,0.0105332
266,598,1291,2062,2923,3763,889,975,979,1170,1372,218.425,201.939,190.717,182.711,187.48,-0.0175793,0.00173602,0.00184415,0.0119674,0.0115076
267,593,1290,2063,2922,3763,889,975,979,1170,1372,221.664,203.422,189.713,182.893,187.441,-0.0158543,0.00085525,0.00169072,0.0127358,0.0114372
268,593,1290,2059,2925,3762,888,975,977,1170,1373,220.588,204.771,192.503,180.741,188.189,-0.0162977,-0.00189151,0.00272725,0.01292,0.0130202
269,596,1298,2065,2916,3762,888,976,977,1185,1371,219.446,197.271,188.357,187.556,188.188,-0.0161832,-0.000602761,0.00131403,0.0144187,0.0119795
270,596,1281,2059,2924,3759,888,975,978,1171,1372,218.479,211.774,192.382,181.908,190.27,-0.0174153,0.000289123,0.00276008,0.0121211,0.01222
271,598,1290,2061,2926,3763,889,976,977,1170,1373,216.996,201.187,190.567,180.257,188.077,-0.0178532,0.00223286,0.0025857,0.0116197,0.0122672
272,601,1294,2062,2926,3762,889,974,979,1170,1371,216.205,199.696,190.447,180.808,188.288,-0.018416,0.000870478,0.0020086,0.0109989,0.0118883
273,595,1294,2061,2921,3763,888,975,979,1170,1372,220.045,199.649,191.167,184.186,187.493,-0.0161873,0.000520104,0.00237674,0.0129929,0.0113761
274,601,1291,2062,2926,3762,889,976,978,1169,1371,216.219,203.994,190.354,180.436,187.758,-0.0181571,-0.000831115,0.00220032,0.0112023,0.012386
275,595,1293,2065,2925,3762,888,974,1003,1169,1371,219.167,195.361,187.957,181.359,187.983,-0.0170082,0.00486922,0.000650774,0.011922,0.0127091
276,596,1297,2054,2918,3760,889,976,975,1170,1373,219.504,189.258,195.751,186.127,188.951,-0.0166332,0.00854534,0.00510207,0.0141569,0.0126904
277,569,1302,2060,2917,3759,889,977,979,1171,1372,235.804,197.397,191.48,186.989,189.782,-0.00769996,-0.00582546,0.00259464,0.0146783,0.0136184
278,598,1298,2059,2922,3758,889,976,977,1171,1373,217.983,199.882,192.834,183.257,190.031,-0.0170152,-0.00292942,0.00272004,0.0139185,0.0136173
279,593,1293,2062,2921,3761,888,974,978,1170,1371,220.095,196.721,189.759,184.497,188.398,-0.0162997,0.00341792,0.00186419,0.0122356,0.0131799
280,594,1298,2061,2923,3763,888,976,976,1170,1372,219.571,198.875,191.043,183.449,187.909,-0.0164389,-0.00322341,0.00230542,0.0122561,0.0124353
281,601,1295,2057,2925,3760,888,975,976,1169,1371,215.968,203.907,193.678,180.944,188.416,-0.0181829,-0.00501319,0.0038226,0.0126072,0.0131297
282,597,1297,2063,2918,3763,889,976,1003,1170,1371,218.6,197.885,189.632,186.207,187.356,-0.0168102,-0.000222723,0.00145195,0.014572,0.0118843
283,598,1298,2057,2924,3765,889,976,977,1169,1371,217.732,197.618,193.73,181.656,185.824,-0.0170082,-0.00121063,0.00376058,0.0128322,0.0113354
284,591,1297,2059,2919,3762,888,974,978,1170,1370,223.607,198.433,192.5,186.006,187.761,-0.0158738,-0.00126979,0.00295145,0.0138911,0.0125388
285,594,1289,2059,2918,3763,888,975,978,1171,1370,219.908,199.555,192.078,187.02,187.975,-0.0167268,0.0046072,0.00263291,0.01368,0.0119124
286,602,1294,2061,2917,3767,888,975,981,1169,1370,215.562,185.516,191.174,187.297,184.722,-0.0187327,0.0144909,0.00215867,0.0144822,0.00993873
287,597,1297,2058,2925,3760,888,975,979,1169,1373,217.582,200.369,193.544,182.753,188.594,-0.0172513,-0.00393406,0.00279644,0.0110729,0.0144614
288,598,1297,2051,2917,3762,887,976,978,1171,1371,216.894,200.578,197.835,188.238,188.161,-0.017997,-0.00430698,0.00507405,0.0138795,0.013155
289,579,1297,2058,2916,3765,887,976,976,1180,1371,230.327,197.509,192.929,188.044,187.007,-0.0125238,-0.00146707,0.00306863,0.0147184,0.0110409
290,592,1291,2065,2916,3764,888,975,1033,1208,1371,221.1,181.034,187.987,187.971,187.376,-0.0161922,0.0205008,8.10623e-05,0.0140268,0.0119195
291,596,1298,2057,2915,3761,889,974,977,1218,1372,219.31,201.331,193.886,188.053,187.903,-0.0165933,-0.00542381,0.00353694,0.0148753,0.0134671
292,600,1297,2059,2917,3762,889,975,978,1170,1372,216.807,200.473,192.24,187.108,188.214,-0.0179308,-0.00292907,0.00309496,0.0144345,0.0116877
293,587,1293,2053,2917,3765,887,974,978,1170,1371,224.839,197.731,196.132,186.509,186.041,-0.0148526,0.0016865,0.00463855,0.0147673,0.0120362
294,597,1296,2057,2917,3763,889,975,977,1171,1372,217.41,199.557,193.476,186.837,187.442,-0.0173418,-0.00284366,0.00328485,0.0144339,0.0123243
295,601,1297,2058,2919,3763,888,977,978,1173,1371,214.839,199.204,192.537,185.597,187.72,-0.0186125,-0.00315062,0.00336072,0.0136323,0.012225
296,595,1289,2057,2924,3761,888,974,977,1169,1371,218.926,204.255,192.999,182.283,188.049,-0.0168973,-0.000515257,0.00354439,0.0118082,0.0135875
297,598,1295,2058,2926,3763,888,976,977,1170,1372,217.31,199.969,192.921,180.477,187.797,-0.017989,-0.00203786,0.00296205,0.011356,0.0119276
298,593,1297,2061,2926,3758,890,975,1007,1172,1373,221.83,200.558,191.311,180.707,189.677,-0.0157018,-0.00330594,0.00162595,0.0104577,0.0139568
299,599,1296,2052,2925,3763,888,977,977,1169,1371,216.324,199.978,196.767,181.182,187.55,-0.0182863,-0.00264146,0.00514915,0.0112058,0.0124078
300,597,1290,2055,2913,3761,888,974,1004,1208,1371,217.057,203.883,194.905,189.107,188.63,-0.0171323,-0.000867263,0.00368271,0.0143427,0.0130532
301,598,1297,2056,2926,3764,888,973,1006,1170,1372,217.101,200.856,194.041,180.187,187.08,-0.0179506,-0.00433526,0.00360359,0.0118848,0.0118317
302,595,1294,2059,2927,3762,888,975,1016,1169,1371,218.789,192.869,192.11,179.288,188.606,-0.0166687,0.00617271,0.00233554,0.0115286,0.0119447
303,595,1297,2067,2926,3762,888,975,1048,1169,1372,219.278,194.459,186.343,179.619,188.481,-0.0169664,0.00194735,-0.000476459,0.0117466,0.0124246
304,600,1302,2053,2925,3769,888,976,977,1170,1371,215.652,196.777,196.21,179.838,182.87,-0.0183272,-0.00475216,0.00486708,0.0124882,0.0111899
305,591,1297,2062,2924,3762,887,976,1039,1170,1372,222.195,199.642,190.314,179.983,188.271,-0.0156039,-0.00320845,0.000717855,0.013151,0.0127799
306,596,1298,2054,2917,3761,888,975,977,1171,1372,219.316,198.17,195.473,185.108,187.724,-0.0163597,-0.00139249,0.00498338,0.0149689,0.0135746
307,596,1298,2062,2918,3759,888,975,1024,1171,1372,218.342,200.139,189.967,186.537,189.92,-0.017081,-0.00485997,0.00116306,0.0141107,0.0139223
308,601,1299,2052,2924,3764,889,976,978,1170,1372,216.308,199.875,197.063,183.066,186.551,-0.0184087,-0.00428752,0.00515185,0.0112223,0.0116057
309,593,1289,2052,2918,3757,888,976,979,1171,1373,220.711,197.776,196.908,186.545,191.243,-0.0165428,0.0058153,0.00499031,0.0139466,0.0136214
310,594,1298,2065,2921,3763,888,977,1041,1170,1372,221.173,200.196,188.016,183.82,187.314,-0.0163526,-0.00417357,0.000310261,0.0140292,0.0119039
311,600,1298,2064,2913,3762,889,976,1025,1171,1372,216.903,196.011,188.974,190.586,188.046,-0.0177188,0.000944075,0.000802885,0.0140148,0.0122504
312,600,1289,2063,2920,3763,889,975,1032,1170,1372,215.73,201.993,189.093,185.571,187.535,-0.01861,0.0017177,0.000849983,0.012119,0.0125003
313,593,1290,2051,2917,3760,888,975,1001,1172,1372,220.866,198.581,197.24,187.184,189.267,-0.0162689,0.00487447,0.00540656,0.0146559,0.0132691
314,598,1297,2051,2923,3771,888,974,978,1169,1371,217.1,200.333,197.414,182.344,181.697,-0.0180354,-0.00439408,0.00534345,0.0129875,0.0103809
315,593,1296,2050,2916,3763,888,977,980,1205,1372,220.226,201.1,197.695,187.651,187.261,-0.0163118,-0.00384889,0.00604479,0.0148704,0.0124086
316,595,1296,2062,2927,3761,888,974,1039,1169,1371,218.974,199.006,190.105,179.477,188.209,-0.0167633,-0.00144705,0.00100953,0.0113191,0.0135708
317,601,1301,2062,2915,3761,888,976,1041,1215,1372,215.172,197.218,189.61,188.493,188.123,-0.0191178,-0.00447497,0.00106714,0.0149061,0.0132305
318,596,1296,2050,2919,3762,888,976,1009,1170,1373,217.667,201.773,197.914,185.541,188.691,-0.0165998,-0.00404335,0.00554575,0.0138518,0.0124738
319,590,1281,2065,2915,3758,887,975,1045,1171,1373,223.214,209.693,188.254,189.355,190.43,-0.0159484,0.00284343,-0.000394733,0.0138839,0.0141175
320,598,1302,2061,2916,3761,888,975,1020,1183,1373,217.593,198.142,190.969,188.168,187.947,-0.0173128,-0.00537648,0.00164907,0.0142879,0.013049
321,599,1289,2049,2921,3762,888,976,1023,1171,1371,216.256,203.932,198.833,186.218,188.578,-0.0179821,0.000667958,0.00561667,0.0117674,0.0126647
322,594,1296,2048,2917,3760,888,975,1040,1169,1372,219.641,200.455,199.097,188.475,189.129,-0.0168717,-0.0032141,0.00548906,0.0132765,0.0134254
323,596,1291,2063,2926,3761,888,974,1040,1170,1372,219.67,196.582,189.527,181.018,188.146,-0.0167451,0.00659303,0.000484136,0.0113092,0.0126513
324,596,1298,2062,2923,3761,889,976,1046,1170,1372,219.223,198.942,190.282,181.305,188.208,-0.0163384,-0.00197136,0.000973061,0.0138144,0.0123998
325,595,1295,2059,2918,3765,888,975,1039,1192,1372,218.905,199.202,192.052,185.487,186.782,-0.0166373,-0.00101068,0.00194746,0.0142837,0.0110406
326,592,1293,2073,2925,3762,888,975,977,1169,1371,221.295,182.996,182.575,180.519,187.741,-0.0160952,0.0167704,-0.00156839,0.0129175,0.0130557
327,604,1304,2063,2926,3761,888,976,1041,1172,1372,214.188,195.555,189.538,179.955,187.837,-0.0191974,-0.00462385,0.000900546,0.0111964,0.0132603
328,595,1297,2073,2925,3764,889,975,976,1170,1372,219.14,194.216,182.849,180.485,187.226,-0.0167326,0.00250647,-0.00170839,0.0114387,0.0118524
329,597,1302,2072,2913,3761,888,975,975,1246,1371,217.864,197.187,182.918,188.606,188.248,-0.0175605,-0.00500435,-0.000940177,0.0147831,0.0130967
330,597,1296,2060,2926,3765,889,976,1047,1170,1371,217.79,201.209,191.299,179.774,186.593,-0.0175562,-0.00417999,0.00146366,0.0114764,0.0114604
331,597,1298,2065,2916,3771,888,975,1036,1225,1370,217.867,193.343,188.054,186.819,182.382,-0.0176374,0.00270711,0.000197211,0.014304,0.00989164
332,596,1297,2060,2915,3772,888,976,1041,1189,1372,218.022,200.517,191.326,187.437,181.876,-0.0168037,-0.00427836,0.00179635,0.0147315,0.0088672
333,577,1289,2071,2927,3763,887,975,977,1169,1371,232.042,201.344,183.737,178.198,187.157,-0.0118585,0.00301175,-0.00102402,0.011784,0.0126219
334,595,1295,2065,2918,3766,888,974,1046,1170,1370,219.233,200.018,187.733,185.298,185.88,-0.0169005,-0.00153199,0.000321666,0.0143748,0.0114825
335,595,1297,2070,2923,3761,888,975,977,1169,1371,218.927,198.8,184.24,182.504,188.679,-0.016613,-0.00251609,-0.000492007,0.0109941,0.0128995
336,603,1291,2064,2918,3769,889,976,1041,1202,1372,215.253,205.459,189.266,184.875,183.036,-0.0188806,-0.00197991,0.00060588,0.0145791,0.0102831
337,601,1294,2069,2920,3764,888,975,977,1169,1371,215.335,196.436,185.445,183.834,187.024,-0.0189547,0.0026336,-0.000510887,0.0137779,0.0116604
338,598,1296,2069,2922,3771,889,975,977,1170,1371,217.348,200.585,185.506,182.21,182.419,-0.0179196,-0.00286993,-0.000562333,0.0130217,0.00971334
339,595,1289,2070,2923,3761,888,975,977,1170,1372,218.988,193.671,184.636,181.784,187.703,-0.0168304,0.0105756,-0.000695224,0.0123316,0.0141287
340,598,1297,2069,2921,3764,888,975,978,1169,1371,217.025,200.375,185.148,182.931,186.959,-0.0177446,-0.00403968,-0.000224094,0.0135707,0.0119148
341,599,1294,2069,2917,3769,889,973,977,1170,1372,216.47,193.957,185.302,185.901,183.739,-0.0182317,0.00504644,-0.000254646,0.0148201,0.0102419
342,597,1283,2068,2924,3763,888,974,976,1170,1372,217.707,203.521,186.385,180.434,188.258,-0.0170434,0.00663301,-0.000320984,0.0127767,0.0118892
343,597,1290,2069,2915,3763,888,974,977,1231,1372,217.358,204.502,185.213,187.083,187.491,-0.0171299,-0.00174241,-0.000211512,0.015272,0.0124737
344,595,1297,2067,2926,3759,888,976,977,1169,1372,218.96,200.532,186.869,179.511,189.625,-0.0166787,-0.00393616,7.7244e-05,0.011238,0.013835
345,596,1294,2067,2918,3766,888,976,979,1174,1370,218.391,194.641,186.776,184.955,186.014,-0.01721,0.00470492,0.000241837,0.0142742,0.0111285
346,594,1296,2069,2918,3763,887,976,976,1169,1371,219.68,187.981,185.227,185.097,187.131,-0.0167765,0.00916604,-0.000312928,0.0147368,0.0127544
347,593,1297,2068,2926,3765,888,975,977,1169,1371,220.629,199.734,186.174,179.478,186.8,-0.0164211,-0.00320738,-0.000168063,0.0109764,0.0112014
348,593,1289,2066,2926,3764,888,974,979,1169,1371,220.405,206.071,187.294,179.39,187.124,-0.0162528,-0.00229257,0.000385544,0.0114849,0.0118951
349,595,1281,2068,2916,3761,889,975,979,1194,1372,218.501,211.577,186.075,186.633,188.656,-0.016573,0.000136691,-0.00025758,0.0140683,0.0129255
350,603,1303,2067,2917,3763,889,977,976,1170,1371,214.422,197.017,186.965,185.541,187.347,-0.0184691,-0.00515519,0.000463375,0.0144008,0.011887
351,595,1283,2066,2923,3765,889,976,978,1172,1372,218.615,210.166,187.474,181.648,186.982,-0.0161128,2.08793e-05,0.000759365,0.0121601,0.0106967
352,597,1291,2068,2923,3763,889,976,977,1171,1372,218.05,205.849,186.602,181.09,187.494,-0.016436,-0.00255617,2.89528e-05,0.0131098,0.0118104
353,601,1299,2059,2925,3763,888,976,1041,1169,1371,215.161,199.513,192.374,179.295,186.963,-0.0174078,-0.0034328,0.00227842,0.0119846,0.0118686
354,594,1303,2066,2917,3764,888,976,979,1170,1371,219.076,197.095,187.726,185.226,187.554,-0.0158899,-0.00583577,0.000387368,0.015369,0.0115383
355,604,1291,2066,2917,3764,889,974,977,1171,1371,213.762,199.574,187.664,185.629,186.717,-0.0187111,0.00409626,0.000872444,0.0145294,0.0113108
356,596,1303,2070,2927,3764,889,976,977,1169,1371,218.881,197.032,184.856,177.278,186.968,-0.0158056,-0.00497437,-2.18427e-05,0.0122353,0.0114195
357,591,1296,2065,2925,3764,887,974,977,1169,1371,221.968,201.285,188.288,179.855,187.58,-0.0154531,-0.00386825,0.000680089,0.0112966,0.0110671
358,595,1289,2064,2923,3765,888,975,978,1170,1372,218.197,206.649,188.964,181.269,186.437,-0.016155,-0.00277749,0.000963833,0.0123518,0.0118193
359,595,1296,2070,2918,3761,889,975,974,1170,1372,218.734,193.294,185.025,184.851,188.575,-0.0166831,0.00430409,-0.000921147,0.0140182,0.0133181
360,596,1297,2071,2921,3755,888,976,976,1171,1373,219.588,195.014,184.837,183.298,192.288,-0.0162138,0.00297859,-0.000399973,0.0129001,0.0139917
361,595,1298,2069,2919,3762,888,975,978,1172,1371,219.477,200.247,186.017,183.881,188.3,-0.0153228,-0.00302964,0.000113572,0.0145535,0.0124096
362,595,1296,2063,2924,3765,888,976,1005,1170,1371,218.035,192.663,189.522,181.569,187.081,-0.0162461,0.00492083,0.00128017,0.0106825,0.0117712
363,597,1298,2068,2925,3761,889,977,979,1169,1372,218.08,199.754,186.723,180.18,188.717,-0.016358,-0.00329912,-0.000204308,0.0109195,0.0125527
364,592,1289,2067,2917,3763,888,974,976,1172,1372,220.339,199.858,186.761,185.28,187.441,-0.0156505,0.00456238,0.000340525,0.0149542,0.0128129
365,598,1294,2063,2916,3762,889,973,978,1207,1371,217.382,186.313,189.722,186.085,188.002,-0.0171876,0.0137214,0.00149797,0.01427,0.0115466
366,601,1297,2066,2917,3765,889,976,978,1173,1372,214.403,201.009,187.495,185.694,186.31,-0.0182722,-0.00423251,0.000527049,0.014291,0.0122259
367,593,1304,2065,2915,3761,889,975,976,1215,1372,220.958,196.439,188.487,186.903,188.269,-0.0154023,-0.00550502,0.000763003,0.0149038,0.0130476
368,594,1298,2066,2927,3763,888,975,977,1169,1372,220.301,201.018,187.781,178.06,187.365,-0.0155819,-0.00453765,0.000920893,0.0118767,0.0117099
369,597,1294,2070,2918,3764,888,975,976,1170,1372,216.257,197.118,184.699,184.563,187.107,-0.0161788,0.00187304,-0.00011258,0.0145643,0.0119689
370,598,1305,2069,2926,3766,889,978,977,1170,1373,217.53,197.195,186.415,178.401,184.722,-0.0154406,-0.0061112,0.000229522,0.0122072,0.0104963
371,595,1302,2065,2917,3761,888,977,976,1225,1373,217.493,197.387,188.234,185.709,188.061,-0.0160432,-0.0055451,0.000603873,0.0143419,0.0140458
372,593,1295,2066,2925,3765,888,973,977,1169,1372,218.865,190.706,187.336,179.233,186.051,-0.0152093,0.00729302,0.000629144,0.0126138,0.0118124
373,569,1289,2065,2917,3762,888,976,976,1173,1372,234.121,204.326,188.337,185.596,188.314,-0.00667388,-0.000373308,0.000636524,0.0145701,0.0127531
374,599,1302,2068,2918,3762,888,976,975,1201,1371,214.525,196.99,185.969,185.064,188.291,-0.017075,-0.00565814,0.000224714,0.0140778,0.0128667
375,598,1297,2065,2921,3763,889,976,977,1170,1372,215.934,200.891,188.506,182.613,187.686,-0.0173105,-0.00429724,0.000523747,0.0141576,0.0125188
376,597,1297,2068,2929,3763,888,975,975,1170,1371,216.07,200.415,186.345,177.951,188.198,-0.0164372,-0.00406166,1.03148e-06,0.0100352,0.0122761
377,594,1302,2066,2923,3762,888,976,975,1169,1371,217.695,197.633,187.239,181.15,187.778,-0.0152067,-0.00607101,0.0009205,0.0129367,0.0133902
378,597,1288,2067,2916,3761,888,975,976,1206,1372,216.366,205.976,186.52,186.549,188.812,-0.0170996,-0.000779335,0.000881847,0.0146094,0.0127311
379,596,1290,2065,2919,3762,888,974,976,1170,1371,216.59,198.939,188.156,184.595,188.502,-0.0158899,0.00436858,0.00090568,0.0140535,0.012916
380,596,1296,2067,2916,3762,888,975,976,1202,1371,216.252,200.971,186.637,186.452,188.258,-0.0159629,-0.00398874,0.000505568,0.0149948,0.0130518
381,601,1281,2062,2926,3762,888,975,977,1169,1371,213.493,211.277,190.152,179.308,189.091,-0.0175294,0.00138091,0.00201515,0.0125537,0.0124465
382,596,1283,2064,2925,3763,888,973,978,1168,1371,217.352,202.14,188.415,180.672,187.467,-0.0170464,0.00775571,0.001327,0.0114618,0.012761
383,596,1295,2064,2926,3762,888,975,975,1168,1372,215.961,201.042,188.968,177.775,188.28,-0.0156243,-0.00286481,0.000735094,0.0139238,0.013088
384,590,1297,2067,2924,3759,888,976,975,1169,1373,222.549,199.689,186.382,180.926,189.514,-0.0160124,-0.00332933,0.000796639,0.0124311,0.0142589
385,593,1302,2064,2913,3763,888,975,976,1216,1371,219.479,196.633,188.331,189.257,188.027,-0.0156703,-0.0045578,0.00166662,0.0145045,0.012403
386,593,1297,2065,2925,3760,889,976,976,1169,1373,219.928,200.282,187.869,180.347,190.027,-0.0162037,-0.00404852,0.00132263,0.0121127,0.0130243
387,593,1281,2064,2927,3763,888,975,977,1169,1372,219.835,211.269,189.0,178.986,187.872,-0.0158127,0.00128115,0.00117299,0.0116043,0.0125018
